aggregation,grid_id,is_first,model,rank,scope,score,weight_D1,weight_D2,weight_D3,weight_D4,weight_D5
geometric,172,0.0,milp,8,synthetic_all,0.5464207280723679,0.42105263157894735,0.15789473684210525,0.3157894736842105,0.0,0.10526315789473684
arithmetic,172,0.0,milp,5,synthetic_all,0.6416852906728243,0.42105263157894735,0.15789473684210525,0.3157894736842105,0.0,0.10526315789473684
geometric,173,0.0,milp,6,synthetic_all,0.6014562216621834,0.4444444444444444,0.16666666666666663,0.33333333333333326,0.0,0.05555555555555555
arithmetic,173,0.0,milp,2,synthetic_all,0.6719384820642368,0.4444444444444444,0.16666666666666663,0.33333333333333326,0.0,0.05555555555555555
geometric,174,0.0,milp,6,synthetic_all,0.6153292876318506,0.42105263157894735,0.15789473684210525,0.36842105263157887,0.0,0.05263157894736842
arithmetic,174,0.0,milp,2,synthetic_all,0.6853955895186886,0.42105263157894735,0.15789473684210525,0.36842105263157887,0.0,0.05263157894736842
geometric,175,0.0,milp,9,synthetic_all,0.40863612281928186,0.4210526315789473,0.21052631578947364,0.15789473684210523,0.0,0.21052631578947364
arithmetic,175,0.0,milp,6,synthetic_all,0.5232685025329433,0.4210526315789473,0.21052631578947364,0.15789473684210523,0.0,0.21052631578947364
geometric,176,0.0,milp,8,synthetic_all,0.4425914629924027,0.4444444444444444,0.2222222222222222,0.16666666666666663,0.0,0.16666666666666663
arithmetic,176,0.0,milp,6,synthetic_all,0.5469429834721403,0.4444444444444444,0.2222222222222222,0.16666666666666663,0.0,0.16666666666666663
geometric,177,0.0,milp,8,synthetic_all,0.48389116869656323,0.47058823529411764,0.23529411764705882,0.1764705882352941,0.0,0.11764705882352941
arithmetic,177,0.0,milp,5,synthetic_all,0.5734026974630073,0.47058823529411764,0.23529411764705882,0.1764705882352941,0.0,0.11764705882352941
geometric,178,0.0,milp,6,synthetic_all,0.5349774080971254,0.49999999999999994,0.24999999999999997,0.18749999999999994,0.0,0.06249999999999999
arithmetic,178,0.0,milp,2,synthetic_all,0.6031698757027327,0.49999999999999994,0.24999999999999997,0.18749999999999994,0.0,0.06249999999999999
geometric,179,0.0,milp,8,synthetic_all,0.4601688066301334,0.42105263157894735,0.21052631578947367,0.21052631578947367,0.0,0.15789473684210525
arithmetic,179,0.0,milp,6,synthetic_all,0.5669788013788079,0.42105263157894735,0.21052631578947367,0.21052631578947367,0.0,0.15789473684210525
geometric,180,0.0,milp,8,synthetic_all,0.5017056969814709,0.4444444444444445,0.22222222222222224,0.22222222222222224,0.0,0.11111111111111112
arithmetic,180,0.0,milp,5,synthetic_all,0.5930816322538861,0.4444444444444445,0.22222222222222224,0.22222222222222224,0.0,0.11111111111111112
geometric,181,0.0,milp,6,synthetic_all,0.5525815773662599,0.47058823529411764,0.23529411764705882,0.23529411764705882,0.0,0.058823529411764705
arithmetic,181,0.0,milp,2,synthetic_all,0.6222553844083852,0.47058823529411764,0.23529411764705882,0.23529411764705882,0.0,0.058823529411764705
geometric,182,0.0,milp,8,synthetic_all,0.5182002245284841,0.42105263157894735,0.21052631578947367,0.2631578947368421,0.0,0.10526315789473684
arithmetic,182,0.0,milp,5,synthetic_all,0.6106891002246724,0.42105263157894735,0.21052631578947367,0.2631578947368421,0.0,0.10526315789473684
geometric,183,0.0,milp,6,synthetic_all,0.5687154575504866,0.4444444444444444,0.2222222222222222,0.27777777777777773,0.0,0.05555555555555555
arithmetic,183,0.0,milp,2,synthetic_all,0.6392202810356318,0.4444444444444444,0.2222222222222222,0.27777777777777773,0.0,0.05555555555555555
geometric,184,0.0,milp,6,synthetic_all,0.5835499252282151,0.4210526315789473,0.21052631578947364,0.31578947368421045,0.0,0.05263157894736841
arithmetic,184,0.0,milp,2,synthetic_all,0.6543993990705368,0.4210526315789473,0.21052631578947364,0.31578947368421045,0.0,0.05263157894736841
geometric,185,0.0,milp,8,synthetic_all,0.4364028790744523,0.42105263157894735,0.2631578947368421,0.15789473684210525,0.0,0.15789473684210525
arithmetic,185,0.0,milp,6,synthetic_all,0.5359826109306559,0.42105263157894735,0.2631578947368421,0.15789473684210525,0.0,0.15789473684210525
geometric,186,0.0,milp,8,synthetic_all,0.47439493472354755,0.4444444444444445,0.2777777777777778,0.16666666666666666,0.0,0.11111111111111112
arithmetic,186,0.0,milp,6,synthetic_all,0.5603634312252812,0.4444444444444445,0.2777777777777778,0.16666666666666666,0.0,0.11111111111111112
geometric,187,0.0,milp,6,synthetic_all,0.5207838068985116,0.47058823529411764,0.2941176470588235,0.1764705882352941,0.0,0.058823529411764705
arithmetic,187,0.0,milp,2,synthetic_all,0.5876125833192742,0.47058823529411764,0.2941176470588235,0.1764705882352941,0.0,0.058823529411764705
geometric,188,0.0,milp,8,synthetic_all,0.4914372001382185,0.42105263157894735,0.2631578947368421,0.21052631578947367,0.0,0.10526315789473684
arithmetic,188,0.0,milp,6,synthetic_all,0.5796929097765205,0.42105263157894735,0.2631578947368421,0.21052631578947367,0.0,0.10526315789473684
geometric,189,0.0,milp,6,synthetic_all,0.5377569638618229,0.4444444444444444,0.27777777777777773,0.2222222222222222,0.0,0.05555555555555555
arithmetic,189,0.0,milp,2,synthetic_all,0.6065020800070271,0.4444444444444444,0.27777777777777773,0.2222222222222222,0.0,0.05555555555555555
geometric,190,0.0,milp,6,synthetic_all,0.553411843184675,0.42105263157894735,0.2631578947368421,0.2631578947368421,0.0,0.05263157894736842
arithmetic,190,0.0,milp,2,synthetic_all,0.623403208622385,0.42105263157894735,0.2631578947368421,0.2631578947368421,0.0,0.05263157894736842
geometric,191,0.0,milp,8,synthetic_all,0.4660563817768403,0.4210526315789474,0.3157894736842105,0.15789473684210525,0.0,0.10526315789473685
arithmetic,191,0.0,milp,6,synthetic_all,0.5486967193283684,0.4210526315789474,0.3157894736842105,0.15789473684210525,0.0,0.10526315789473685
geometric,192,0.0,milp,7,synthetic_all,0.5084837212398334,0.4444444444444445,0.3333333333333333,0.16666666666666666,0.0,0.05555555555555556
arithmetic,192,0.0,milp,2,synthetic_all,0.5737838789784222,0.4444444444444445,0.3333333333333333,0.16666666666666666,0.0,0.05555555555555556
geometric,193,0.0,milp,7,synthetic_all,0.5248302757596707,0.4210526315789474,0.3157894736842105,0.2105263157894737,0.0,0.052631578947368425
arithmetic,193,0.0,milp,2,synthetic_all,0.5924070181742329,0.4210526315789474,0.3157894736842105,0.2105263157894737,0.0,0.052631578947368425
geometric,194,0.0,milp,7,synthetic_all,0.497724835032225,0.42105263157894735,0.36842105263157887,0.15789473684210525,0.0,0.05263157894736842
arithmetic,194,0.0,milp,2,synthetic_all,0.561410827726081,0.42105263157894735,0.36842105263157887,0.15789473684210525,0.0,0.05263157894736842
geometric,195,0.0,milp,9,synthetic_all,0.42380584672589866,0.4736842105263158,0.15789473684210525,0.15789473684210525,0.0,0.2105263157894737
arithmetic,195,0.0,milp,6,synthetic_all,0.5410735599823683,0.4736842105263158,0.15789473684210525,0.15789473684210525,0.0,0.2105263157894737
geometric,196,0.0,milp,8,synthetic_all,0.4599521746157688,0.5,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666
arithmetic,196,0.0,milp,6,synthetic_all,0.5657372107798667,0.5,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666
geometric,197,0.0,milp,7,synthetic_all,0.5040112844267882,0.5294117647058824,0.17647058823529413,0.17647058823529413,0.0,0.11764705882352942
arithmetic,197,0.0,milp,2,synthetic_all,0.5933024675535411,0.5294117647058824,0.17647058823529413,0.17647058823529413,0.0,0.11764705882352942
geometric,198,0.0,milp,6,synthetic_all,0.5586422672096689,0.5625,0.18749999999999997,0.18749999999999997,0.0,0.0625
arithmetic,198,0.0,milp,2,synthetic_all,0.6243133814239249,0.5625,0.18749999999999997,0.18749999999999997,0.0,0.0625
geometric,199,0.0,milp,8,synthetic_all,0.4772515689147188,0.47368421052631576,0.15789473684210525,0.21052631578947367,0.0,0.15789473684210525
arithmetic,199,0.0,milp,6,synthetic_all,0.5847838588282328,0.47368421052631576,0.15789473684210525,0.21052631578947367,0.0,0.15789473684210525
geometric,200,0.0,milp,7,synthetic_all,0.521385172645566,0.5,0.16666666666666666,0.22222222222222224,0.0,0.11111111111111112
arithmetic,200,0.0,milp,2,synthetic_all,0.6118758595616125,0.5,0.16666666666666666,0.22222222222222224,0.0,0.11111111111111112
geometric,201,0.0,milp,6,synthetic_all,0.5755578290654746,0.5294117647058824,0.1764705882352941,0.23529411764705882,0.0,0.058823529411764705
arithmetic,201,0.0,milp,2,synthetic_all,0.642155154498919,0.5294117647058824,0.1764705882352941,0.23529411764705882,0.0,0.058823529411764705
geometric,202,0.0,milp,7,synthetic_all,0.5374372765057034,0.4736842105263158,0.15789473684210525,0.2631578947368421,0.0,0.10526315789473685
arithmetic,202,0.0,milp,2,synthetic_all,0.6284941576740974,0.4736842105263158,0.15789473684210525,0.2631578947368421,0.0,0.10526315789473685
geometric,203,0.0,milp,6,synthetic_all,0.5910234003823035,0.5,0.16666666666666666,0.2777777777777778,0.0,0.05555555555555556
arithmetic,203,0.0,milp,2,synthetic_all,0.6580145083433583,0.5,0.16666666666666666,0.2777777777777778,0.0,0.05555555555555556
geometric,204,0.0,milp,6,synthetic_all,0.6052129421694603,0.4736842105263158,0.15789473684210525,0.3157894736842105,0.0,0.052631578947368425
arithmetic,204,0.0,milp,2,synthetic_all,0.6722044565199617,0.4736842105263158,0.15789473684210525,0.3157894736842105,0.0,0.052631578947368425
geometric,205,0.0,milp,8,synthetic_all,0.4526033831853916,0.47368421052631576,0.21052631578947367,0.15789473684210525,0.0,0.15789473684210525
arithmetic,205,0.0,milp,6,synthetic_all,0.5537876683800809,0.47368421052631576,0.21052631578947367,0.15789473684210525,0.0,0.15789473684210525
geometric,206,0.0,milp,7,synthetic_all,0.49300314194389894,0.5,0.22222222222222224,0.16666666666666666,0.0,0.11111111111111112
arithmetic,206,0.0,milp,3,synthetic_all,0.5791576585330076,0.5,0.22222222222222224,0.16666666666666666,0.0,0.11111111111111112
geometric,207,0.0,milp,6,synthetic_all,0.5424379124971938,0.5294117647058824,0.23529411764705882,0.1764705882352941,0.0,0.058823529411764705
arithmetic,207,0.0,milp,2,synthetic_all,0.6075123534098079,0.5294117647058824,0.23529411764705882,0.1764705882352941,0.0,0.058823529411764705
geometric,208,0.0,milp,7,synthetic_all,0.5096807332652066,0.47368421052631576,0.21052631578947367,0.21052631578947367,0.0,0.10526315789473684
arithmetic,208,0.0,milp,3,synthetic_all,0.5974979672259454,0.47368421052631576,0.21052631578947367,0.21052631578947367,0.0,0.10526315789473684
geometric,209,0.0,milp,6,synthetic_all,0.5588505554777603,0.49999999999999994,0.2222222222222222,0.2222222222222222,0.0,0.05555555555555555
arithmetic,209,0.0,milp,2,synthetic_all,0.6252963073147534,0.49999999999999994,0.2222222222222222,0.2222222222222222,0.0,0.05555555555555555
geometric,210,0.0,milp,6,synthetic_all,0.5739560496288911,0.47368421052631576,0.21052631578947367,0.2631578947368421,0.0,0.05263157894736842
arithmetic,210,0.0,milp,2,synthetic_all,0.6412082660718098,0.47368421052631576,0.21052631578947367,0.2631578947368421,0.0,0.05263157894736842
geometric,211,0.0,milp,7,synthetic_all,0.4833577074347241,0.4736842105263158,0.2631578947368421,0.15789473684210525,0.0,0.10526315789473685
arithmetic,211,0.0,milp,4,synthetic_all,0.5665017767777933,0.4736842105263158,0.2631578947368421,0.15789473684210525,0.0,0.10526315789473685
geometric,212,0.0,milp,6,synthetic_all,0.5284290658471069,0.5,0.2777777777777778,0.16666666666666666,0.0,0.05555555555555556
arithmetic,212,0.0,milp,2,synthetic_all,0.5925781062861486,0.5,0.2777777777777778,0.16666666666666666,0.0,0.05555555555555556
geometric,213,0.0,milp,6,synthetic_all,0.5443134539138171,0.4736842105263158,0.2631578947368421,0.2105263157894737,0.0,0.052631578947368425
arithmetic,213,0.0,milp,2,synthetic_all,0.6102120756236579,0.4736842105263158,0.2631578947368421,0.2105263157894737,0.0,0.052631578947368425
geometric,214,0.0,milp,6,synthetic_all,0.5162017828772014,0.47368421052631576,0.3157894736842105,0.15789473684210525,0.0,0.05263157894736842
arithmetic,214,0.0,milp,2,synthetic_all,0.5792158851755058,0.47368421052631576,0.3157894736842105,0.15789473684210525,0.0,0.05263157894736842
geometric,215,0.0,milp,8,synthetic_all,0.46940529564176897,0.5263157894736842,0.15789473684210525,0.15789473684210525,0.0,0.15789473684210525
arithmetic,215,0.0,milp,5,synthetic_all,0.5715927258295058,0.5263157894736842,0.15789473684210525,0.15789473684210525,0.0,0.15789473684210525
geometric,216,0.0,milp,7,synthetic_all,0.5123412586776336,0.5555555555555556,0.16666666666666666,0.16666666666666666,0.0,0.11111111111111112
arithmetic,216,0.0,milp,2,synthetic_all,0.597951885840734,0.5555555555555556,0.16666666666666666,0.16666666666666666,0.0,0.11111111111111112
geometric,217,0.0,milp,6,synthetic_all,0.5649923922685514,0.588235294117647,0.1764705882352941,0.1764705882352941,0.0,0.058823529411764705
arithmetic,217,0.0,milp,2,synthetic_all,0.6274121235003416,0.588235294117647,0.1764705882352941,0.1764705882352941,0.0,0.058823529411764705
geometric,218,0.0,milp,7,synthetic_all,0.5286015177294192,0.5263157894736842,0.15789473684210525,0.21052631578947367,0.0,0.10526315789473684
arithmetic,218,0.0,milp,2,synthetic_all,0.6153030246753705,0.5263157894736842,0.15789473684210525,0.21052631578947367,0.0,0.10526315789473684
geometric,219,0.0,milp,6,synthetic_all,0.5807715461552826,0.5555555555555555,0.16666666666666663,0.2222222222222222,0.0,0.05555555555555555
arithmetic,219,0.0,milp,2,synthetic_all,0.6440905346224798,0.5555555555555555,0.16666666666666663,0.2222222222222222,0.0,0.05555555555555555
geometric,220,0.0,milp,6,synthetic_all,0.5952629148842988,0.5263157894736842,0.15789473684210525,0.2631578947368421,0.0,0.05263157894736842
arithmetic,220,0.0,milp,2,synthetic_all,0.6590133235212349,0.5263157894736842,0.15789473684210525,0.2631578947368421,0.0,0.05263157894736842
geometric,221,0.0,milp,7,synthetic_all,0.5013013070346123,0.5263157894736842,0.2105263157894737,0.15789473684210525,0.0,0.10526315789473685
arithmetic,221,0.0,milp,2,synthetic_all,0.5843068342272185,0.5263157894736842,0.2105263157894737,0.15789473684210525,0.0,0.10526315789473685
geometric,222,0.0,milp,6,synthetic_all,0.549156769367529,0.5555555555555556,0.22222222222222224,0.16666666666666666,0.0,0.05555555555555556
arithmetic,222,0.0,milp,2,synthetic_all,0.611372333593875,0.5555555555555556,0.22222222222222224,0.16666666666666666,0.0,0.05555555555555556
geometric,223,0.0,milp,6,synthetic_all,0.5645199025203717,0.5263157894736842,0.2105263157894737,0.2105263157894737,0.0,0.052631578947368425
arithmetic,223,0.0,milp,2,synthetic_all,0.6280171330730828,0.5263157894736842,0.2105263157894737,0.2105263157894737,0.0,0.052631578947368425
geometric,224,0.0,milp,6,synthetic_all,0.535364647071206,0.5263157894736842,0.2631578947368421,0.15789473684210525,0.0,0.05263157894736842
arithmetic,224,0.0,milp,2,synthetic_all,0.5970209426249309,0.5263157894736842,0.2631578947368421,0.15789473684210525,0.0,0.05263157894736842
geometric,0,0.0,full,2,real_all,0.5812662007972282,0.3125,0.18749999999999997,0.25,0.0,0.25
arithmetic,0,0.0,full,2,real_all,0.6108121267316899,0.3125,0.18749999999999997,0.25,0.0,0.25
geometric,1,0.0,full,2,real_all,0.5972767945653128,0.2941176470588235,0.1764705882352941,0.2941176470588235,0.0,0.23529411764705882
arithmetic,1,0.0,full,2,real_all,0.6291490076129793,0.2941176470588235,0.1764705882352941,0.2941176470588235,0.0,0.23529411764705882
geometric,2,0.0,full,2,real_all,0.6038018122394874,0.3125,0.18749999999999997,0.3125,0.0,0.18749999999999997
arithmetic,2,0.0,full,2,real_all,0.6370978722864346,0.3125,0.18749999999999997,0.3125,0.0,0.18749999999999997
geometric,3,0.0,full,2,real_all,0.6118782818992495,0.2777777777777778,0.16666666666666669,0.33333333333333337,0.0,0.22222222222222227
arithmetic,3,0.0,full,2,real_all,0.6454484572852367,0.2777777777777778,0.16666666666666669,0.33333333333333337,0.0,0.22222222222222227
geometric,4,0.0,full,2,real_all,0.6190464786169597,0.29411764705882354,0.17647058823529413,0.35294117647058826,0.0,0.17647058823529413
arithmetic,4,0.0,full,2,real_all,0.6538885328409745,0.29411764705882354,0.17647058823529413,0.35294117647058826,0.0,0.17647058823529413
geometric,5,0.0,full,2,real_all,0.6272111262682377,0.3125,0.1875,0.375,0.0,0.12500000000000003
arithmetic,5,0.0,full,2,real_all,0.6633836178411793,0.3125,0.1875,0.375,0.0,0.12500000000000003
geometric,6,0.0,full,2,real_all,0.6252450875727337,0.2631578947368421,0.15789473684210525,0.3684210526315789,0.0,0.2105263157894737
arithmetic,6,0.0,full,2,real_all,0.6600321754130458,0.2631578947368421,0.15789473684210525,0.3684210526315789,0.0,0.2105263157894737
geometric,7,0.0,full,2,real_all,0.6329201142286641,0.2777777777777778,0.16666666666666666,0.38888888888888884,0.0,0.16666666666666666
arithmetic,7,0.0,full,2,real_all,0.6688135644450098,0.2777777777777778,0.16666666666666666,0.38888888888888884,0.0,0.16666666666666666
geometric,8,0.0,full,2,real_all,0.6416096291953841,0.29411764705882354,0.17647058823529413,0.4117647058823529,0.0,0.11764705882352942
arithmetic,8,0.0,full,2,real_all,0.6786280580689695,0.29411764705882354,0.17647058823529413,0.4117647058823529,0.0,0.11764705882352942
geometric,9,0.0,full,2,real_all,0.6515280162137681,0.3125,0.18749999999999997,0.43749999999999994,0.0,0.0625
arithmetic,9,0.0,full,2,real_all,0.6896693633959239,0.3125,0.18749999999999997,0.43749999999999994,0.0,0.0625
geometric,10,0.0,full,2,real_all,0.5488310671515562,0.3125,0.25,0.18749999999999997,0.0,0.25
arithmetic,10,0.0,full,2,real_all,0.576161633990462,0.3125,0.25,0.18749999999999997,0.0,0.25
geometric,11,0.0,full,2,real_all,0.565856233521293,0.2941176470588235,0.23529411764705882,0.23529411764705882,0.0,0.23529411764705882
arithmetic,11,0.0,full,2,real_all,0.5965367791506473,0.2941176470588235,0.23529411764705882,0.23529411764705882,0.0,0.23529411764705882
geometric,12,0.0,full,2,real_all,0.5701091728797137,0.3125,0.25,0.25,0.0,0.18749999999999997
arithmetic,12,0.0,full,2,real_all,0.6024473795452068,0.3125,0.25,0.25,0.0,0.18749999999999997
geometric,13,0.0,full,2,real_all,0.581432581340174,0.2777777777777778,0.22222222222222227,0.2777777777777778,0.0,0.22222222222222227
arithmetic,13,0.0,full,2,real_all,0.6146480192930343,0.2777777777777778,0.22222222222222227,0.2777777777777778,0.0,0.22222222222222227
geometric,14,0.0,full,2,real_all,0.5864806936284007,0.29411764705882354,0.23529411764705885,0.29411764705882354,0.0,0.17647058823529413
arithmetic,14,0.0,full,2,real_all,0.6212763043786425,0.29411764705882354,0.23529411764705885,0.29411764705882354,0.0,0.17647058823529413
geometric,15,0.0,full,2,real_all,0.5922122278690866,0.3125,0.25000000000000006,0.3125,0.0,0.12500000000000003
arithmetic,15,0.0,full,2,real_all,0.6287331250999516,0.3125,0.25000000000000006,0.3125,0.0,0.12500000000000003
geometric,16,0.0,full,2,real_all,0.5957324107818291,0.2631578947368421,0.2105263157894737,0.3157894736842105,0.0,0.2105263157894737
arithmetic,16,0.0,full,2,real_all,0.6308528131046436,0.2631578947368421,0.2105263157894737,0.3157894736842105,0.0,0.2105263157894737
geometric,17,0.0,full,2,real_all,0.6014274189563146,0.2777777777777778,0.22222222222222224,0.3333333333333333,0.0,0.16666666666666666
arithmetic,17,0.0,full,2,real_all,0.6380131264528073,0.2777777777777778,0.22222222222222224,0.3333333333333333,0.0,0.16666666666666666
geometric,18,0.0,full,2,real_all,0.6078568788725854,0.29411764705882354,0.23529411764705885,0.35294117647058826,0.0,0.11764705882352942
arithmetic,18,0.0,full,2,real_all,0.6460158296066375,0.29411764705882354,0.23529411764705885,0.35294117647058826,0.0,0.11764705882352942
geometric,19,0.0,full,2,real_all,0.6151722152901822,0.3125,0.25,0.37499999999999994,0.0,0.0625
arithmetic,19,0.0,full,2,real_all,0.6550188706546962,0.3125,0.25,0.37499999999999994,0.0,0.0625
geometric,20,0.0,full,2,real_all,0.6151234065778712,0.2631578947368421,0.21052631578947367,0.36842105263157887,0.0,0.15789473684210525
arithmetic,20,0.0,full,2,real_all,0.6529881777823232,0.2631578947368421,0.21052631578947367,0.36842105263157887,0.0,0.15789473684210525
geometric,21,0.0,full,2,real_all,0.6221098574123917,0.2777777777777778,0.22222222222222224,0.38888888888888884,0.0,0.11111111111111112
arithmetic,21,0.0,full,2,real_all,0.6613782336125803,0.2777777777777778,0.22222222222222224,0.38888888888888884,0.0,0.11111111111111112
geometric,22,0.0,full,2,real_all,0.6300121883071451,0.2941176470588235,0.23529411764705882,0.41176470588235287,0.0,0.058823529411764705
arithmetic,22,0.0,full,2,real_all,0.6707553548346323,0.2941176470588235,0.23529411764705882,0.41176470588235287,0.0,0.058823529411764705
geometric,23,0.0,full,2,real_all,0.53608859397917,0.2941176470588235,0.2941176470588235,0.1764705882352941,0.0,0.23529411764705882
arithmetic,23,0.0,full,2,real_all,0.5639245506883153,0.2941176470588235,0.2941176470588235,0.1764705882352941,0.0,0.23529411764705882
geometric,24,0.0,full,2,real_all,0.5382966105982407,0.3125,0.3125,0.18749999999999997,0.0,0.18749999999999997
arithmetic,24,0.0,full,2,real_all,0.567796886803979,0.3125,0.3125,0.18749999999999997,0.0,0.18749999999999997
geometric,25,0.0,full,2,real_all,0.5525017910336012,0.2777777777777778,0.2777777777777778,0.22222222222222227,0.0,0.22222222222222227
arithmetic,25,0.0,full,2,real_all,0.5838475813008317,0.2777777777777778,0.2777777777777778,0.22222222222222227,0.0,0.22222222222222227
geometric,26,0.0,full,2,real_all,0.5556280762105392,0.29411764705882354,0.29411764705882354,0.23529411764705885,0.0,0.17647058823529413
arithmetic,26,0.0,full,2,real_all,0.5886640759163103,0.29411764705882354,0.29411764705882354,0.23529411764705885,0.0,0.17647058823529413
geometric,27,0.0,full,2,real_all,0.559166296880514,0.3125,0.3125,0.25000000000000006,0.0,0.12500000000000003
arithmetic,27,0.0,full,2,real_all,0.5940826323587238,0.3125,0.3125,0.25000000000000006,0.0,0.12500000000000003
geometric,28,0.0,full,2,real_all,0.5676127846660538,0.2631578947368421,0.2631578947368421,0.2631578947368421,0.0,0.2105263157894737
arithmetic,28,0.0,full,2,real_all,0.6016734507962411,0.2631578947368421,0.2631578947368421,0.2631578947368421,0.0,0.2105263157894737
geometric,29,0.0,full,2,real_all,0.57150173006158,0.2777777777777778,0.2777777777777778,0.2777777777777778,0.0,0.16666666666666666
arithmetic,29,0.0,full,2,real_all,0.6072126884606047,0.2777777777777778,0.2777777777777778,0.2777777777777778,0.0,0.16666666666666666
geometric,30,0.0,full,2,real_all,0.575879738052066,0.29411764705882354,0.29411764705882354,0.29411764705882354,0.0,0.11764705882352942
arithmetic,30,0.0,full,2,real_all,0.6134036011443054,0.29411764705882354,0.29411764705882354,0.29411764705882354,0.0,0.11764705882352942
geometric,31,0.0,full,2,real_all,0.5808450980577082,0.3125,0.3125,0.3125,0.0,0.0625
arithmetic,31,0.0,full,2,real_all,0.6203683779134685,0.3125,0.3125,0.3125,0.0,0.0625
geometric,32,0.0,full,2,real_all,0.58608849107725,0.2631578947368421,0.2631578947368421,0.3157894736842105,0.0,0.15789473684210525
arithmetic,32,0.0,full,2,real_all,0.623808815473921,0.2631578947368421,0.2631578947368421,0.3157894736842105,0.0,0.15789473684210525
geometric,33,0.0,full,2,real_all,0.5911550564430943,0.2777777777777778,0.2777777777777778,0.3333333333333333,0.0,0.11111111111111112
arithmetic,33,0.0,full,2,real_all,0.6305777956203779,0.2777777777777778,0.2777777777777778,0.3333333333333333,0.0,0.11111111111111112
geometric,34,0.0,full,2,real_all,0.5968695371924507,0.2941176470588235,0.2941176470588235,0.3529411764705882,0.0,0.058823529411764705
arithmetic,34,0.0,full,2,real_all,0.6381431263723003,0.2941176470588235,0.2941176470588235,0.3529411764705882,0.0,0.058823529411764705
geometric,35,0.0,full,2,real_all,0.6051655788114435,0.2631578947368421,0.2631578947368421,0.3684210526315789,0.0,0.10526315789473685
arithmetic,35,0.0,full,2,real_all,0.6459441801516008,0.2631578947368421,0.2631578947368421,0.3684210526315789,0.0,0.10526315789473685
geometric,36,0.0,full,2,real_all,0.611484239462552,0.2777777777777778,0.2777777777777778,0.38888888888888884,0.0,0.05555555555555556
arithmetic,36,0.0,full,2,real_all,0.6539429027801509,0.2777777777777778,0.2777777777777778,0.38888888888888884,0.0,0.05555555555555556
geometric,37,0.0,full,2,real_all,0.5250105324193074,0.27777777777777773,0.33333333333333326,0.16666666666666663,0.0,0.2222222222222222
arithmetic,37,0.0,full,2,real_all,0.5530471433086293,0.27777777777777773,0.33333333333333326,0.16666666666666663,0.0,0.2222222222222222
geometric,38,0.0,full,2,real_all,0.5263985028448934,0.2941176470588235,0.3529411764705882,0.1764705882352941,0.0,0.1764705882352941
arithmetic,38,0.0,full,2,real_all,0.5560518474539783,0.2941176470588235,0.3529411764705882,0.1764705882352941,0.0,0.1764705882352941
geometric,39,0.0,full,2,real_all,0.5279643561094871,0.3125,0.37499999999999994,0.18749999999999997,0.0,0.125
arithmetic,39,0.0,full,2,real_all,0.5594321396174959,0.3125,0.37499999999999994,0.18749999999999997,0.0,0.125
geometric,40,0.0,full,2,real_all,0.5408204547634445,0.2631578947368421,0.3157894736842105,0.2105263157894737,0.0,0.2105263157894737
arithmetic,40,0.0,full,2,real_all,0.5724940884878389,0.2631578947368421,0.3157894736842105,0.2105263157894737,0.0,0.2105263157894737
geometric,41,0.0,full,2,real_all,0.5430650767970776,0.2777777777777778,0.3333333333333333,0.22222222222222224,0.0,0.16666666666666666
arithmetic,41,0.0,full,2,real_all,0.5764122504684023,0.2777777777777778,0.3333333333333333,0.22222222222222224,0.0,0.16666666666666666
geometric,42,0.0,full,2,real_all,0.5455847983723018,0.29411764705882354,0.35294117647058826,0.23529411764705885,0.0,0.11764705882352942
arithmetic,42,0.0,full,2,real_all,0.5807913726819733,0.29411764705882354,0.35294117647058826,0.23529411764705885,0.0,0.11764705882352942
geometric,43,0.0,full,2,real_all,0.5484334622923812,0.3125,0.37499999999999994,0.25,0.0,0.0625
arithmetic,43,0.0,full,2,real_all,0.5857178851722407,0.3125,0.37499999999999994,0.25,0.0,0.0625
geometric,44,0.0,full,2,real_all,0.5584240750717109,0.2631578947368421,0.3157894736842105,0.2631578947368421,0.0,0.15789473684210525
arithmetic,44,0.0,full,2,real_all,0.5946294531655185,0.2631578947368421,0.3157894736842105,0.2631578947368421,0.0,0.15789473684210525
geometric,45,0.0,full,2,real_all,0.5617404974288664,0.2777777777777778,0.3333333333333333,0.2777777777777778,0.0,0.11111111111111112
arithmetic,45,0.0,full,2,real_all,0.5997773576281754,0.2777777777777778,0.3333333333333333,0.2777777777777778,0.0,0.11111111111111112
geometric,46,0.0,full,2,real_all,0.5654704004784251,0.2941176470588235,0.3529411764705882,0.2941176470588235,0.0,0.058823529411764705
arithmetic,46,0.0,full,2,real_all,0.6055308979099683,0.2941176470588235,0.3529411764705882,0.2941176470588235,0.0,0.058823529411764705
geometric,47,0.0,full,2,real_all,0.576600690438186,0.2631578947368421,0.3157894736842105,0.3157894736842105,0.0,0.10526315789473684
arithmetic,47,0.0,full,2,real_all,0.6167648178431984,0.2631578947368421,0.3157894736842105,0.3157894736842105,0.0,0.10526315789473684
geometric,48,0.0,full,2,real_all,0.5810581455775327,0.27777777777777773,0.33333333333333326,0.33333333333333326,0.0,0.05555555555555555
arithmetic,48,0.0,full,2,real_all,0.6231424647879483,0.27777777777777773,0.33333333333333326,0.33333333333333326,0.0,0.05555555555555555
